margin_capital,total_project_cost,monthly_emi,competitor_count,min_distance_km,demand_score,gross_margin,gst_rate,is_viable
87700.0,723700.0,13206.62,0,8.5,79.8,32.8,18.0,1
112100.0,1221000.0,22281.73,1,1.28,47.0,34.9,18.0,1
117700.0,865600.0,15796.12,3,6.17,43.1,28.9,0.0,1
107200.0,803600.0,14664.7,4,0.72,57.0,20.4,5.0,1
37200.0,279500.0,5100.53,4,1.84,72.1,25.9,18.0,1
22200.0,243200.0,4438.1,5,0.52,58.3,16.1,5.0,0
140500.0,1439500.0,26269.08,0,8.64,77.5,25.0,0.0,1
15600.0,125000.0,2281.09,2,0.58,62.3,54.8,18.0,1
199400.0,1525600.0,27840.3,2,1.95,72.1,23.1,0.0,1
85700.0,859300.0,15681.16,5,0.42,65.1,21.9,18.0,1
108000.0,1071900.0,19560.84,0,5.78,60.0,23.9,0.0,1
109900.0,975000.0,17792.54,1,1.77,64.5,20.2,0.0,1
56400.0,499200.0,9109.78,7,1.2,91.4,22.9,5.0,1
72700.0,596700.0,10889.03,1,1.91,75.7,36.9,5.0,1
38100.0,302800.0,5525.72,0,4.88,71.7,20.5,0.0,1
51700.0,401600.0,7328.7,3,2.68,60.2,19.1,5.0,1
36600.0,381000.0,6952.78,4,7.91,86.4,14.6,5.0,1
49900.0,418900.0,7644.4,4,6.09,62.6,44.6,18.0,1
190300.0,1865100.0,34035.75,0,5.55,45.7,30.1,0.0,1
100700.0,756800.0,13810.66,9,0.57,75.0,14.6,5.0,0
172900.0,1365300.0,24915.03,2,1.08,77.3,37.8,0.0,1
110900.0,866000.0,15803.42,2,0.92,67.4,18.6,18.0,1
154600.0,1279800.0,23354.76,1,3.67,77.4,27.8,0.0,1
12500.0,98200.0,1792.03,3,0.65,79.0,39.2,5.0,1
105100.0,959100.0,17502.38,2,2.43,65.0,26.6,18.0,1
116200.0,1018900.0,18593.66,1,2.21,93.3,32.2,0.0,1
55100.0,419800.0,7660.83,1,0.43,82.0,38.4,18.0,1
65200.0,562700.0,10268.57,2,1.55,69.0,41.1,5.0,1
70800.0,579700.0,10578.8,3,1.46,77.9,54.1,18.0,1
129900.0,1309200.0,23891.27,1,0.36,71.8,19.4,0.0,1
60100.0,449700.0,8206.47,5,0.15,68.2,16.4,5.0,1
91600.0,714100.0,13031.44,2,3.36,74.4,16.9,5.0,1
110200.0,1075400.0,19624.71,4,1.77,58.8,9.3,5.0,1
109500.0,1202100.0,21936.83,5,0.28,79.9,12.8,5.0,0
117100.0,972400.0,17745.09,2,0.86,53.0,18.4,5.0,1
119000.0,1243000.0,22683.2,2,3.01,59.7,28.9,0.0,1
171600.0,1295100.0,23633.96,3,2.03,35.0,24.1,0.0,1
79700.0,860700.0,15706.7,2,0.7,84.5,27.6,18.0,1
143700.0,1076200.0,19639.31,4,0.45,71.2,25.5,18.0,1
114600.0,1202900.0,21951.43,3,7.64,71.4,21.1,0.0,1
137900.0,1061600.0,19372.88,3,2.92,61.6,25.2,0.0,1
147300.0,1418500.0,25885.86,2,0.75,73.7,25.0,18.0,1
44200.0,329600.0,6014.79,3,9.41,55.5,34.4,0.0,1
161700.0,1451900.0,26495.37,1,2.1,92.4,25.0,0.0,1
135600.0,1158600.0,21143.01,4,1.27,77.5,27.1,18.0,1
33200.0,264300.0,4823.15,3,1.24,90.2,15.5,5.0,1
103400.0,910500.0,16615.49,5,0.14,89.0,17.3,5.0,0
154700.0,1488000.0,27154.15,3,0.83,76.4,24.8,0.0,1
106400.0,1032900.0,18849.14,3,1.6,76.1,38.4,18.0,1
94700.0,682100.0,12447.48,0,6.74,67.2,30.7,0.0,1
198300.0,1522500.0,27783.73,0,9.6,79.4,15.0,18.0,1
56600.0,423500.0,7728.35,1,2.01,67.2,30.0,18.0,1
77800.0,741900.0,13538.75,2,5.43,66.2,17.8,5.0,1
181700.0,1830400.0,33402.52,0,5.77,70.9,34.5,0.0,1
166000.0,1344600.0,24537.28,4,1.14,73.0,30.4,0.0,1
181700.0,1619900.0,29561.16,3,0.9,57.9,28.7,0.0,1
76500.0,637300.0,11629.93,3,0.95,40.0,38.7,5.0,1
46700.0,449700.0,8206.47,3,2.38,58.8,21.1,0.0,1
59000.0,642400.0,11723.0,0,6.3,70.1,25.4,0.0,1
79900.0,585000.0,10675.52,1,2.41,66.0,24.4,0.0,1
88700.0,635200.0,11591.61,2,1.51,70.3,19.0,5.0,1
52600.0,498700.0,9100.65,3,2.53,71.8,37.4,5.0,1
62900.0,580000.0,10584.28,3,0.48,74.3,18.0,5.0,1
57500.0,531900.0,9706.51,1,2.52,72.6,47.7,5.0,1
164900.0,1767000.0,32245.55,1,0.33,78.0,16.7,0.0,1
75600.0,820100.0,14965.8,4,4.41,61.9,21.8,5.0,1
97800.0,870700.0,15889.19,8,0.83,81.5,13.6,5.0,1
91700.0,944100.0,17228.65,2,0.36,86.4,30.0,0.0,1
47700.0,385100.0,7027.6,5,0.19,67.4,15.1,5.0,0
193900.0,1775500.0,32400.66,0,4.66,56.3,26.6,0.0,1
40700.0,295400.0,5390.68,5,2.05,65.6,15.9,18.0,1
71800.0,734800.0,13409.19,6,0.23,67.9,15.1,5.0,0
53700.0,478600.0,8733.85,2,11.5,79.3,30.0,0.0,1
135500.0,1354100.0,24710.64,1,1.72,50.9,29.7,0.0,1
42600.0,328900.0,6002.02,2,4.91,92.1,23.5,18.0,1
105700.0,885000.0,16150.15,4,1.88,96.0,15.7,5.0,1
50100.0,363600.0,6635.25,1,4.53,65.8,50.8,5.0,1
33400.0,248900.0,4542.12,4,1.73,84.1,25.8,18.0,1
52700.0,404700.0,7385.27,3,13.78,75.1,19.3,5.0,1
16500.0,130000.0,2372.34,8,0.16,59.7,16.4,5.0,0
79100.0,827800.0,15106.32,2,7.13,49.6,15.8,0.0,1
102600.0,790900.0,14432.94,1,0.47,49.9,20.7,0.0,1
140800.0,1277000.0,23303.66,3,2.55,58.3,32.3,18.0,1
83000.0,863300.0,15754.15,5,0.79,80.1,13.6,5.0,1
118400.0,1218800.0,22241.58,2,1.04,76.3,30.2,0.0,1
141000.0,1331700.0,24301.87,0,7.21,65.9,24.7,0.0,1
25700.0,237900.0,4341.38,7,2.1,59.2,17.3,5.0,1
55700.0,457900.0,8356.1,1,0.7,82.1,20.2,5.0,1
26100.0,202200.0,3689.9,2,7.21,72.5,8.1,5.0,1
36900.0,340300.0,6210.05,2,1.49,74.1,17.4,5.0,1
107400.0,1065600.0,19445.87,4,3.25,55.8,19.7,5.0,1
89900.0,899400.0,16412.93,3,0.56,48.2,16.9,5.0,0
44300.0,400200.0,7303.15,2,2.29,55.8,23.9,0.0,1
44700.0,360800.0,6584.15,5,0.11,78.4,64.2,18.0,1
70500.0,548000.0,10000.32,2,0.3,62.8,28.3,0.0,1
65400.0,717300.0,13089.83,5,0.14,60.7,49.7,18.0,1
21100.0,153000.0,2792.06,6,0.25,68.7,15.4,5.0,1
162800.0,1369000.0,24982.55,0,8.8,53.8,36.6,0.0,1
111300.0,1064800.0,19431.27,4,0.32,80.6,14.0,5.0,1
173500.0,1489500.0,27181.52,1,2.8,67.6,22.5,0.0,1
103600.0,1123700.0,20506.13,1,0.82,87.2,26.3,0.0,1
24400.0,177400.0,3237.33,6,0.15,72.0,58.4,18.0,1
152400.0,1104300.0,20152.1,4,3.09,62.7,24.9,18.0,1
21400.0,181000.0,3303.02,2,0.32,77.7,40.4,5.0,1
74900.0,565700.0,10323.32,1,1.53,54.1,23.9,0.0,1
18300.0,175200.0,3197.18,3,3.45,53.2,29.9,5.0,1
161200.0,1494600.0,27274.59,2,1.28,71.9,14.1,18.0,1
167300.0,1759400.0,32106.86,1,0.39,64.9,27.0,0.0,1
75900.0,655200.0,11956.58,8,0.51,77.3,17.7,5.0,0
76400.0,575500.0,10502.16,1,0.46,70.1,27.1,0.0,1
63200.0,506900.0,9250.29,2,4.89,65.4,21.8,18.0,1
18900.0,196100.0,3578.58,1,1.49,61.6,16.6,5.0,1
25200.0,199300.0,3636.98,3,4.45,56.4,16.5,0.0,1
89800.0,686300.0,12524.12,6,0.64,62.5,17.2,5.0,1
146000.0,1224900.0,22352.9,1,0.98,74.8,17.1,0.0,1
63100.0,663300.0,12104.4,5,0.85,80.2,41.4,5.0,1
62000.0,475600.0,8679.11,2,8.75,81.6,23.7,18.0,1
49300.0,358900.0,6549.48,2,3.69,61.1,52.9,5.0,1
134300.0,1026300.0,18728.7,2,1.85,75.7,27.0,0.0,1
149000.0,1266600.0,23113.87,1,4.71,64.0,20.3,0.0,1
65800.0,641800.0,11712.05,4,2.77,65.1,42.5,5.0,1
47200.0,438500.0,8002.08,4,3.67,63.3,11.4,5.0,1
83000.0,604900.0,11038.67,3,1.49,85.4,22.2,0.0,1
44000.0,394300.0,7195.48,3,8.06,67.1,13.8,5.0,1
51400.0,467800.0,8536.77,3,1.05,82.9,17.1,5.0,1
43100.0,459600.0,8387.13,2,2.31,88.7,34.9,0.0,1
83200.0,803400.0,14661.05,3,0.67,82.7,27.4,0.0,1
149200.0,1203200.0,21956.9,1,2.22,65.9,20.2,0.0,1
44500.0,360000.0,6569.55,2,1.55,76.2,33.3,18.0,1
131100.0,1273600.0,23241.61,2,2.26,89.6,22.2,18.0,1
55900.0,417600.0,7620.68,1,0.93,57.8,21.0,0.0,1
21600.0,191200.0,3489.16,7,1.72,52.5,17.1,5.0,1
46500.0,497700.0,9082.41,4,1.31,78.5,44.3,5.0,1
79100.0,651000.0,11879.94,2,1.59,76.7,33.1,18.0,1
71700.0,622800.0,11365.32,0,7.1,47.8,21.9,0.0,1
28200.0,287800.0,5251.99,1,0.75,79.9,44.6,5.0,1
69800.0,661700.0,12075.2,2,1.27,82.1,28.5,0.0,1
60000.0,442200.0,8069.6,3,6.53,83.3,19.7,18.0,1
116400.0,882500.0,16104.53,4,2.76,70.2,24.2,18.0,1
43200.0,439600.0,8022.15,0,8.31,71.4,31.5,0.0,1
26100.0,258100.0,4710.0,3,1.39,75.3,14.3,5.0,1
169400.0,1437500.0,26232.59,2,2.92,59.1,19.7,18.0,1
110200.0,944900.0,17243.25,2,1.2,70.0,23.7,18.0,1
85700.0,635800.0,11602.56,1,1.5,69.4,20.7,0.0,1
27700.0,306100.0,5585.94,6,1.04,82.0,32.0,5.0,1
144100.0,1271700.0,23206.94,1,3.88,69.5,22.2,18.0,1
16200.0,132300.0,2414.31,1,3.88,41.9,38.4,18.0,1
79300.0,730000.0,13321.59,0,6.46,92.0,22.8,0.0,1
58700.0,476900.0,8702.83,1,3.89,82.1,25.2,0.0,1
143800.0,1206500.0,22017.12,4,2.75,87.5,27.0,0.0,1
126200.0,932000.0,17007.84,6,0.49,64.0,18.1,18.0,1
73600.0,721000.0,13157.35,1,5.55,52.8,24.1,0.0,1
101300.0,823700.0,15031.5,6,0.29,64.0,18.3,5.0,0
117300.0,1136300.0,20736.06,4,0.5,58.1,30.2,0.0,1
18500.0,138100.0,2520.15,2,2.72,69.2,18.5,5.0,1
68900.0,510200.0,9310.51,5,0.16,79.5,24.4,18.0,1
80900.0,626200.0,11427.37,2,0.88,66.9,29.8,0.0,1
154800.0,1279600.0,23351.11,4,10.59,65.6,30.8,0.0,1
117500.0,861400.0,15719.48,3,12.25,89.2,26.7,0.0,1
39100.0,346800.0,6328.67,3,0.7,94.5,28.5,0.0,1
31400.0,257800.0,4704.53,6,0.11,86.8,18.1,5.0,0
68700.0,527900.0,9633.52,4,2.17,74.8,40.5,5.0,1
20500.0,223800.0,4084.07,5,0.24,89.7,18.4,5.0,0
99300.0,710000.0,12956.62,4,4.44,67.7,15.1,5.0,1
57900.0,529800.0,9668.19,0,5.62,73.9,17.4,18.0,1
25600.0,260200.0,4748.33,5,1.06,55.0,13.4,5.0,1
52300.0,422800.0,7715.57,1,3.94,65.6,15.3,5.0,1
45900.0,487600.0,8898.09,4,2.21,55.4,22.1,18.0,1
23600.0,208900.0,3812.16,2,1.49,79.8,21.7,5.0,1
143400.0,1112900.0,20309.04,2,4.33,55.2,25.9,0.0,1
65700.0,498100.0,9089.7,5,0.18,69.1,17.3,5.0,0
113200.0,926100.0,16900.17,1,1.32,58.8,30.6,0.0,1
38000.0,383300.0,6994.75,6,1.06,73.6,14.4,5.0,1
173700.0,1338300.0,24422.31,1,0.85,75.1,26.9,0.0,1
160000.0,1234300.0,22524.44,2,1.65,58.9,20.9,0.0,1
111700.0,1214100.0,22155.81,2,5.56,42.0,10.2,5.0,1
60100.0,501500.0,9151.75,5,0.24,75.7,16.9,5.0,0
184800.0,1600100.0,29199.83,1,0.38,43.9,37.3,0.0,1
94600.0,928600.0,16945.79,0,8.34,73.6,25.1,0.0,1
33200.0,304600.0,5558.57,5,0.78,79.3,16.8,5.0,1
153200.0,1318000.0,24051.86,2,0.37,67.9,24.4,0.0,1
95800.0,794500.0,14498.64,5,0.29,81.0,22.8,18.0,1
42400.0,395600.0,7219.21,5,0.16,67.1,17.5,5.0,0
175100.0,1558700.0,28444.33,2,2.69,80.3,27.5,0.0,1
118400.0,1276100.0,23287.24,0,5.63,72.1,26.5,18.0,1
107900.0,800600.0,14609.95,4,0.75,59.5,10.9,5.0,1
66700.0,635300.0,11593.43,3,2.04,91.4,15.7,5.0,1
56100.0,410800.0,7496.59,5,0.11,75.8,45.8,5.0,1
27500.0,197800.0,3609.6,1,2.29,58.6,17.8,5.0,1
51700.0,436700.0,7969.23,4,7.99,46.2,20.3,0.0,1
120200.0,1171100.0,21371.12,4,1.25,93.6,29.0,0.0,1
37000.0,392600.0,7164.46,5,1.14,60.1,9.9,5.0,1
169700.0,1366400.0,24935.1,1,1.72,67.7,19.0,0.0,1
78000.0,660400.0,12051.48,1,1.49,73.3,35.1,5.0,1
80000.0,680700.0,12421.93,4,0.95,76.1,22.8,0.0,1
86000.0,699700.0,12768.65,2,0.68,55.0,15.6,5.0,1
102900.0,813000.0,14836.24,5,0.7,82.7,30.3,0.0,1
145200.0,1303100.0,23779.95,2,4.24,85.0,29.2,0.0,1
92700.0,701200.0,12796.03,2,2.17,56.0,17.3,18.0,1
15700.0,113000.0,2062.11,9,2.88,70.9,15.5,5.0,1
170500.0,1721200.0,31409.76,2,2.04,83.6,19.0,0.0,1
89800.0,702300.0,12816.1,1,1.4,83.1,31.2,0.0,1
154400.0,1112900.0,20309.04,1,4.76,62.3,23.4,0.0,1
31100.0,262000.0,4781.17,1,2.23,68.9,23.8,0.0,1
46300.0,446200.0,8142.59,4,0.41,88.7,68.0,18.0,1
49200.0,485700.0,8863.42,2,1.62,80.5,29.9,18.0,1
56400.0,484100.0,8834.22,4,0.66,65.3,14.1,5.0,1
86400.0,930700.0,16984.12,1,2.93,76.6,13.1,5.0,1
65100.0,641400.0,11704.75,4,4.13,65.9,17.6,18.0,1
35200.0,284900.0,5199.07,1,11.09,81.2,55.8,5.0,1
80000.0,723600.0,13204.8,4,6.29,78.9,19.3,5.0,1
162500.0,1789500.0,32656.15,1,5.15,78.3,24.8,0.0,1
44500.0,320200.0,5843.25,4,2.33,65.0,27.2,0.0,1
44000.0,342600.0,6252.02,5,0.14,73.5,13.6,5.0,0
112500.0,1055400.0,19259.74,1,0.49,85.6,13.3,5.0,1
59700.0,569700.0,10396.32,2,5.16,90.3,38.5,0.0,1
118100.0,1103200.0,20132.03,2,3.06,70.0,25.0,0.0,1
73000.0,563200.0,10277.7,4,1.0,78.2,33.4,5.0,1
138000.0,1299700.0,23717.91,3,0.52,91.7,20.7,0.0,1
91500.0,709400.0,12945.67,1,3.04,53.8,14.2,5.0,1
154300.0,1304500.0,23805.5,1,2.05,66.2,27.6,18.0,1
40200.0,424300.0,7742.95,2,9.91,87.7,9.1,5.0,1
47100.0,427700.0,7804.99,4,0.6,74.2,21.6,5.0,1
62700.0,469200.0,8562.32,3,0.36,64.3,28.9,5.0,1
44500.0,322100.0,5877.92,0,7.04,74.4,28.8,0.0,1
33800.0,354800.0,6474.66,2,2.53,94.6,23.9,0.0,1
182600.0,1399300.0,25535.48,2,2.55,56.5,21.5,0.0,1
49000.0,454000.0,8284.93,1,1.13,57.2,51.3,5.0,1
41800.0,377900.0,6896.2,2,2.23,90.4,41.3,5.0,1
77600.0,673000.0,12281.41,1,13.71,44.2,21.0,0.0,1
81000.0,740600.0,13515.03,3,4.0,67.0,22.7,18.0,1
71800.0,630500.0,11505.84,2,1.21,66.5,14.9,18.0,1
34100.0,289900.0,5290.31,3,3.87,60.9,20.5,0.0,1
184400.0,1679200.0,30643.31,1,0.66,94.7,21.4,0.0,1
30400.0,267000.0,4872.42,5,1.35,88.6,34.5,18.0,1
189100.0,1529800.0,27916.95,3,9.2,61.6,26.4,0.0,1
20700.0,172500.0,3147.91,4,4.08,59.6,17.5,5.0,1
99000.0,840900.0,15345.38,8,0.69,53.9,17.4,5.0,0
46600.0,459800.0,8390.78,1,1.58,62.3,39.1,5.0,1
84900.0,917300.0,16739.58,2,1.36,67.5,24.8,0.0,1
113900.0,962800.0,17569.9,3,0.53,70.1,33.1,0.0,1
171600.0,1298900.0,23703.31,1,0.71,49.5,24.5,0.0,1
84200.0,715200.0,13051.51,0,4.52,71.6,29.0,0.0,1
66400.0,599400.0,10938.3,1,0.73,89.1,18.5,5.0,1
40000.0,404200.0,7376.15,5,0.3,50.0,29.1,0.0,0
27200.0,203400.0,3711.8,3,8.72,76.3,52.4,18.0,1
75700.0,575100.0,10494.86,4,1.48,59.0,9.9,5.0,1
199400.0,2060800.0,37607.03,2,0.68,62.7,22.5,0.0,1
52600.0,439500.0,8020.33,4,0.82,95.8,20.1,5.0,1
74400.0,596400.0,10883.56,4,0.61,63.4,20.5,0.0,1
